epoch,train_loss,train_acc,val_loss,val_acc
51,0.00016050367294588968,1.0,0.00014322704632326754,1.0
52,0.00015703752079779016,1.0,0.00013889810409940158,1.0
53,0.00015185849846429414,1.0,0.00013782395027293307,1.0
54,0.0001489975933162939,1.0,0.0001321160114861818,1.0
55,0.00014557990001603252,1.0,0.00012988616848209252,1.0
56,0.0001438239198510668,1.0,0.00012706730792868054,1.0
57,0.00013933151051224698,1.0,0.00012479138078763045,1.0
58,0.00013741614862478206,1.0,0.0001226283237984818,1.0
59,0.00013535090748475687,1.0,0.0001201994919231058,1.0
60,0.00013291448870274638,1.0,0.0001187806714571909,1.0
61,0.00013043497872006682,1.0,0.00011594649711494437,1.0
62,0.00012867559299116864,1.0,0.0001133513989366798,1.0
63,0.00012532548654624925,1.0,0.00011187876759019369,1.0
64,0.00012204041150176809,1.0,0.00010861881698171298,1.0
65,0.00012051912691233503,1.0,0.00010661721640240609,1.0
66,0.00011817879401080843,1.0,0.00010538994748559263,1.0
67,0.00011651591523245553,1.0,0.00010325896792993364,1.0
68,0.00011452415083546103,1.0,0.00010163003995936985,1.0
69,0.00011349665212383982,1.0,9.997080293639252e-05,1.0
70,0.00011161719753761731,1.0,9.859876057210689e-05,1.0
71,0.00011069105100995374,1.0,9.717788068681127e-05,1.0
72,0.00010995680488468636,1.0,9.626669553755265e-05,1.0
73,0.00010760155342896248,1.0,9.521208622673941e-05,1.0
74,0.00010668280066013158,1.0,9.415405333533676e-05,1.0
75,0.00010629874762214188,1.0,9.39970186057811e-05,1.0
76,0.0001056862242486594,1.0,9.243074811011966e-05,1.0
77,0.00010499058269141686,1.0,9.035784379294557e-05,1.0
78,0.00010269861183284471,1.0,9.104717464651913e-05,1.0
79,0.00010032372582437736,1.0,8.780520535462225e-05,1.0
80,9.907857002829024e-05,1.0,8.702311735962415e-05,1.0
81,9.791589788316439e-05,1.0,8.651810348965227e-05,1.0
82,9.787306660741922e-05,1.0,8.58125972121747e-05,1.0
83,9.588370341502706e-05,1.0,8.420887429060208e-05,1.0
84,9.722034710215493e-05,1.0,8.324373031630078e-05,1.0
85,9.961557253042147e-05,1.0,8.599207730084244e-05,1.0
86,9.230063601751767e-05,1.0,8.070965260331933e-05,1.0
87,9.142865331211527e-05,1.0,7.958390334452916e-05,1.0
88,8.870203580175127e-05,1.0,7.822146201053531e-05,1.0
89,9.045202906626011e-05,1.0,7.693736794559906e-05,1.0
90,8.716820656055851e-05,1.0,7.522907326347194e-05,1.0
91,8.541591499427644e-05,1.0,7.727826507309348e-05,1.0
92,8.500292613115606e-05,1.0,7.325453019196478e-05,1.0
93,8.190141150927437e-05,1.0,7.27929653496378e-05,1.0
94,8.068093877573985e-05,1.0,7.139844852240963e-05,1.0
95,7.966862502230686e-05,1.0,7.01618139929552e-05,1.0
96,7.750580982593375e-05,1.0,6.869132582020636e-05,1.0
97,7.674854146205776e-05,1.0,6.774577866761118e-05,1.0
98,7.557060979750185e-05,1.0,6.718993245158345e-05,1.0
99,7.554193781245322e-05,1.0,6.66832152799341e-05,1.0
100,7.38830877318313e-05,1.0,6.551474070874974e-05,1.0
101,7.306997722480446e-05,1.0,6.525126551019235e-05,1.0
102,7.22289682016708e-05,1.0,6.539348736017322e-05,1.0
103,7.256792430000911e-05,1.0,6.467423405006734e-05,1.0
104,7.135672162153892e-05,1.0,6.442276361566555e-05,1.0
105,7.12330776704697e-05,1.0,6.359456779642238e-05,1.0
106,7.060325179260135e-05,1.0,6.372496694287596e-05,1.0
107,7.015495312294834e-05,1.0,6.300820572909692e-05,1.0
108,6.966788295401438e-05,1.0,6.265855627134443e-05,1.0
109,6.947315546096347e-05,1.0,6.257005750537953e-05,1.0
110,6.914641749712505e-05,1.0,6.23410217586853e-05,1.0
111,6.857122775510929e-05,1.0,6.160521637260293e-05,1.0
112,6.861759057279588e-05,1.0,6.149986074888147e-05,1.0
113,6.802043305166686e-05,1.0,6.133042714079945e-05,1.0
114,6.777108757800999e-05,1.0,6.117427741022159e-05,1.0
115,6.753827689126843e-05,1.0,6.259443746077724e-05,1.0
116,6.771723800782291e-05,1.0,6.045378427693827e-05,1.0
117,6.674558888854725e-05,1.0,6.0223369412900256e-05,1.0
118,6.661007740019289e-05,1.0,6.008163957934206e-05,1.0
119,6.672146015002259e-05,1.0,6.007648504843625e-05,1.0
120,6.611279053946159e-05,1.0,5.973975615537104e-05,1.0
121,6.62242063082799e-05,1.0,5.966298914346326e-05,1.0
122,6.6371313906053e-05,1.0,5.961382759980754e-05,1.0
123,6.590741450920523e-05,1.0,5.9778637417669715e-05,1.0
124,6.582810781851766e-05,1.0,5.9667357305038926e-05,1.0
125,6.591111362337999e-05,1.0,5.9716450050473216e-05,1.0
126,6.554255357644121e-05,1.0,5.9434159953121305e-05,1.0
127,6.568128044905495e-05,1.0,5.940902046859264e-05,1.0
128,6.544219573871011e-05,1.0,5.929241079785344e-05,1.0
129,6.54390809359029e-05,1.0,5.93402123841871e-05,1.0
130,6.538546208286702e-05,1.0,5.921169633640804e-05,1.0
131,6.540486124105796e-05,1.0,5.9146753968282914e-05,1.0
132,6.524614062592653e-05,1.0,5.917860010716443e-05,1.0
133,6.519384876896982e-05,1.0,5.9213118381901745e-05,1.0
134,6.523273477796466e-05,1.0,5.91296383289672e-05,1.0
135,6.527509145338886e-05,1.0,5.921448868725242e-05,1.0
136,6.519139347974921e-05,1.0,5.911511535588135e-05,1.0
137,6.51596999627405e-05,1.0,5.8997144434316494e-05,1.0
138,6.502320538857021e-05,1.0,5.8987918600905685e-05,1.0
139,6.50385815485303e-05,1.0,5.900250754267391e-05,1.0
140,6.503203143698296e-05,1.0,5.898131170801611e-05,1.0
141,6.494886921635563e-05,1.0,5.9038351092668664e-05,1.0
142,6.501892362610392e-05,1.0,5.8984020627879846e-05,1.0
143,6.49451619080667e-05,1.0,5.896681217968257e-05,1.0
144,6.490429552199895e-05,1.0,5.8938997972290964e-05,1.0
145,6.491168682086504e-05,1.0,5.8942986409723135e-05,1.0
146,6.485706572199152e-05,1.0,5.8819729909171455e-05,1.0
147,6.48188382564556e-05,1.0,5.874682141843045e-05,1.0
148,6.478634525029477e-05,1.0,5.870174136362039e-05,1.0
149,6.480192241724581e-05,1.0,5.870705984610443e-05,1.0
150,6.476648413809017e-05,1.0,5.870308547552365e-05,1.0
